timestamp,state,city,order_volume
2025-11-02 15:00:00,Goa,Vasco da Gama,85
2025-11-02 15:00:00,Gujarat,Ahmedabad,531
2025-11-02 15:00:00,Gujarat,Surat,487
2025-11-02 15:00:00,Gujarat,Vadodara,286
2025-11-02 15:00:00,Karnataka,Bengaluru,888
2025-11-02 15:00:00,Karnataka,Mangaluru,181
2025-11-02 15:00:00,Karnataka,Mysuru,229
2025-11-02 15:00:00,Maharashtra,Kolhapur,146
2025-11-02 15:00:00,Maharashtra,Mumbai,985
2025-11-02 15:00:00,Maharashtra,Nagpur,232
2025-11-02 15:00:00,Maharashtra,Pune,428
2025-11-02 15:00:00,Tamil Nadu,Chennai,574
2025-11-02 15:00:00,Tamil Nadu,Coimbatore,316
2025-11-02 15:00:00,Telangana,Hyderabad,666
2025-11-02 15:00:00,West Bengal,Kolkata,492
2025-11-02 16:00:00,Delhi,New Delhi,1057
2025-11-02 16:00:00,Goa,Panaji,116
2025-11-02 16:00:00,Goa,Vasco da Gama,68
2025-11-02 16:00:00,Gujarat,Ahmedabad,583
2025-11-02 16:00:00,Gujarat,Surat,444
2025-11-02 16:00:00,Gujarat,Vadodara,345
2025-11-02 16:00:00,Karnataka,Bengaluru,861
2025-11-02 16:00:00,Karnataka,Mangaluru,192
2025-11-02 16:00:00,Karnataka,Mysuru,246
2025-11-02 16:00:00,Maharashtra,Kolhapur,135
2025-11-02 16:00:00,Maharashtra,Mumbai,1046
2025-11-02 16:00:00,Maharashtra,Nagpur,243
2025-11-02 16:00:00,Maharashtra,Pune,455
2025-11-02 16:00:00,Tamil Nadu,Chennai,637
2025-11-02 16:00:00,Tamil Nadu,Coimbatore,322
2025-11-02 16:00:00,Telangana,Hyderabad,670
2025-11-02 16:00:00,West Bengal,Kolkata,538
2025-11-02 17:00:00,Delhi,New Delhi,2702
2025-11-02 17:00:00,Goa,Panaji,260
2025-11-02 17:00:00,Goa,Vasco da Gama,168
2025-11-02 17:00:00,Gujarat,Ahmedabad,1376
2025-11-02 17:00:00,Gujarat,Surat,1198
2025-11-02 17:00:00,Gujarat,Vadodara,640
2025-11-02 17:00:00,Karnataka,Bengaluru,2279
2025-11-02 17:00:00,Karnataka,Mangaluru,450
2025-11-02 17:00:00,Karnataka,Mysuru,563
2025-11-02 17:00:00,Maharashtra,Kolhapur,370
2025-11-02 17:00:00,Maharashtra,Mumbai,2458
2025-11-02 17:00:00,Maharashtra,Nagpur,622
2025-11-02 17:00:00,Maharashtra,Pune,1075
2025-11-02 17:00:00,Tamil Nadu,Chennai,1498
2025-11-02 17:00:00,Tamil Nadu,Coimbatore,737
2025-11-02 17:00:00,Telangana,Hyderabad,1737
2025-11-02 17:00:00,West Bengal,Kolkata,1210
2025-11-02 18:00:00,Delhi,New Delhi,2721
2025-11-02 18:00:00,Goa,Panaji,295
2025-11-02 18:00:00,Goa,Vasco da Gama,173
2025-11-02 18:00:00,Gujarat,Ahmedabad,1466
2025-11-02 18:00:00,Gujarat,Surat,1153
2025-11-02 18:00:00,Gujarat,Vadodara,667
2025-11-02 18:00:00,Karnataka,Bengaluru,2273
2025-11-02 18:00:00,Karnataka,Mangaluru,435
2025-11-02 18:00:00,Karnataka,Mysuru,537
2025-11-02 18:00:00,Maharashtra,Kolhapur,367
2025-11-02 18:00:00,Maharashtra,Mumbai,2422
2025-11-02 18:00:00,Maharashtra,Nagpur,620
2025-11-02 18:00:00,Maharashtra,Pune,1068
2025-11-02 18:00:00,Tamil Nadu,Chennai,1583
2025-11-02 18:00:00,Tamil Nadu,Coimbatore,755
2025-11-02 18:00:00,Telangana,Hyderabad,1637
2025-11-02 18:00:00,West Bengal,Kolkata,1253
2025-11-02 19:00:00,Delhi,New Delhi,2543
2025-11-02 19:00:00,Goa,Panaji,276
2025-11-02 19:00:00,Goa,Vasco da Gama,186
2025-11-02 19:00:00,Gujarat,Ahmedabad,1379
2025-11-02 19:00:00,Gujarat,Surat,1202
2025-11-02 19:00:00,Gujarat,Vadodara,670
2025-11-02 19:00:00,Karnataka,Bengaluru,2301
2025-11-02 19:00:00,Karnataka,Mangaluru,428
2025-11-02 19:00:00,Karnataka,Mysuru,563
2025-11-02 19:00:00,Maharashtra,Kolhapur,386
2025-11-02 19:00:00,Maharashtra,Mumbai,2400
2025-11-02 19:00:00,Maharashtra,Nagpur,603
2025-11-02 19:00:00,Maharashtra,Pune,1100
2025-11-02 19:00:00,Tamil Nadu,Chennai,1558
2025-11-02 19:00:00,Tamil Nadu,Coimbatore,728
2025-11-02 19:00:00,Telangana,Hyderabad,1673
2025-11-02 19:00:00,West Bengal,Kolkata,1214
2025-11-02 20:00:00,Delhi,New Delhi,2623
2025-11-02 20:00:00,Goa,Panaji,269
2025-11-02 20:00:00,Goa,Vasco da Gama,173
2025-11-02 20:00:00,Gujarat,Ahmedabad,1386
2025-11-02 20:00:00,Gujarat,Surat,1177
2025-11-02 20:00:00,Gujarat,Vadodara,702
2025-11-02 20:00:00,Karnataka,Bengaluru,2340
2025-11-02 20:00:00,Karnataka,Mangaluru,434
2025-11-02 20:00:00,Karnataka,Mysuru,545
2025-11-02 20:00:00,Maharashtra,Kolhapur,365
2025-11-02 20:00:00,Maharashtra,Mumbai,2333
2025-11-02 20:00:00,Maharashtra,Nagpur,591
2025-11-02 20:00:00,Maharashtra,Pune,1080
2025-11-02 20:00:00,Tamil Nadu,Chennai,1606
2025-11-02 20:00:00,Tamil Nadu,Coimbatore,791
2025-11-02 20:00:00,Telangana,Hyderabad,1694
2025-11-02 20:00:00,West Bengal,Kolkata,1259
2025-11-02 21:00:00,Delhi,New Delhi,2651
2025-11-02 21:00:00,Goa,Panaji,264
2025-11-02 21:00:00,Goa,Vasco da Gama,177
2025-11-02 21:00:00,Gujarat,Ahmedabad,1406
2025-11-02 21:00:00,Gujarat,Surat,1220
2025-11-02 21:00:00,Gujarat,Vadodara,680
2025-11-02 21:00:00,Karnataka,Bengaluru,2322
2025-11-02 21:00:00,Karnataka,Mangaluru,416
2025-11-02 21:00:00,Karnataka,Mysuru,554
2025-11-02 21:00:00,Maharashtra,Kolhapur,385
2025-11-02 21:00:00,Maharashtra,Mumbai,2401
2025-11-02 21:00:00,Maharashtra,Nagpur,641
2025-11-02 21:00:00,Maharashtra,Pune,1092
2025-11-02 21:00:00,Tamil Nadu,Chennai,1454
2025-11-02 21:00:00,Tamil Nadu,Coimbatore,809
2025-11-02 21:00:00,Telangana,Hyderabad,1709
2025-11-02 21:00:00,West Bengal,Kolkata,1238
2025-11-02 22:00:00,Delhi,New Delhi,1156
2025-11-02 22:00:00,Goa,Panaji,127
2025-11-02 22:00:00,Goa,Vasco da Gama,83
2025-11-02 22:00:00,Gujarat,Ahmedabad,582
2025-11-02 22:00:00,Gujarat,Surat,463
2025-11-02 22:00:00,Gujarat,Vadodara,266
2025-11-02 22:00:00,Karnataka,Bengaluru,1004
2025-11-02 22:00:00,Karnataka,Mangaluru,177
2025-11-02 22:00:00,Karnataka,Mysuru,260
2025-11-02 22:00:00,Maharashtra,Kolhapur,132
2025-11-02 22:00:00,Maharashtra,Mumbai,1014
2025-11-02 22:00:00,Maharashtra,Nagpur,263
2025-11-02 22:00:00,Maharashtra,Pune,469
2025-11-02 22:00:00,Tamil Nadu,Chennai,636
2025-11-02 22:00:00,Tamil Nadu,Coimbatore,305
2025-11-02 22:00:00,Telangana,Hyderabad,692
2025-11-02 22:00:00,West Bengal,Kolkata,469
2025-11-02 23:00:00,Delhi,New Delhi,1054
2025-11-02 23:00:00,Goa,Panaji,123
2025-11-02 23:00:00,Goa,Vasco da Gama,59
2025-11-02 23:00:00,Gujarat,Ahmedabad,549
2025-11-02 23:00:00,Gujarat,Surat,461
2025-11-02 23:00:00,Gujarat,Vadodara,287
2025-11-02 23:00:00,Karnataka,Bengaluru,913
2025-11-02 23:00:00,Karnataka,Mangaluru,168
2025-11-02 23:00:00,Karnataka,Mysuru,218
2025-11-02 23:00:00,Maharashtra,Kolhapur,149
2025-11-02 23:00:00,Maharashtra,Mumbai,990
2025-11-02 23:00:00,Maharashtra,Nagpur,229
2025-11-02 23:00:00,Maharashtra,Pune,472
2025-11-02 23:00:00,Tamil Nadu,Chennai,570
2025-11-02 23:00:00,Tamil Nadu,Coimbatore,294
2025-11-02 23:00:00,Telangana,Hyderabad,724
2025-11-02 23:00:00,West Bengal,Kolkata,467
2025-11-03 00:00:00,Delhi,New Delhi,718
2025-11-03 00:00:00,Goa,Panaji,78
2025-11-03 00:00:00,Goa,Vasco da Gama,57
2025-11-03 00:00:00,Gujarat,Ahmedabad,383
2025-11-03 00:00:00,Gujarat,Surat,362
2025-11-03 00:00:00,Gujarat,Vadodara,199
2025-11-03 00:00:00,Karnataka,Bengaluru,723
2025-11-03 00:00:00,Karnataka,Mangaluru,133
2025-11-03 00:00:00,Karnataka,Mysuru,183
2025-11-03 00:00:00,Maharashtra,Kolhapur,128
2025-11-03 00:00:00,Maharashtra,Mumbai,694
2025-11-03 00:00:00,Maharashtra,Nagpur,163
2025-11-03 00:00:00,Maharashtra,Pune,354
2025-11-03 00:00:00,Tamil Nadu,Chennai,481
2025-11-03 00:00:00,Tamil Nadu,Coimbatore,238
2025-11-03 00:00:00,Telangana,Hyderabad,558
2025-11-03 00:00:00,West Bengal,Kolkata,351
2025-11-03 01:00:00,Delhi,New Delhi,254
2025-11-03 01:00:00,Goa,Panaji,0
2025-11-03 01:00:00,Goa,Vasco da Gama,0
2025-11-03 01:00:00,Gujarat,Ahmedabad,53
2025-11-03 01:00:00,Gujarat,Surat,81
2025-11-03 01:00:00,Gujarat,Vadodara,59
2025-11-03 01:00:00,Karnataka,Bengaluru,109
2025-11-03 01:00:00,Karnataka,Mangaluru,35
2025-11-03 01:00:00,Karnataka,Mysuru,7
2025-11-03 01:00:00,Maharashtra,Kolhapur,31
2025-11-03 01:00:00,Maharashtra,Mumbai,37
2025-11-03 01:00:00,Maharashtra,Nagpur,59
2025-11-03 01:00:00,Maharashtra,Pune,41
2025-11-03 01:00:00,Tamil Nadu,Chennai,34
2025-11-03 01:00:00,Tamil Nadu,Coimbatore,52
2025-11-03 01:00:00,Telangana,Hyderabad,0
2025-11-03 01:00:00,West Bengal,Kolkata,53
2025-11-03 02:00:00,Delhi,New Delhi,109
2025-11-03 02:00:00,Goa,Panaji,0
2025-11-03 02:00:00,Goa,Vasco da Gama,26
2025-11-03 02:00:00,Gujarat,Ahmedabad,128
2025-11-03 02:00:00,Gujarat,Surat,46
2025-11-03 02:00:00,Gujarat,Vadodara,0
2025-11-03 02:00:00,Karnataka,Bengaluru,163
2025-11-03 02:00:00,Karnataka,Mangaluru,0
2025-11-03 02:00:00,Karnataka,Mysuru,0
2025-11-03 02:00:00,Maharashtra,Kolhapur,37
2025-11-03 02:00:00,Maharashtra,Mumbai,84
2025-11-03 02:00:00,Maharashtra,Nagpur,2
2025-11-03 02:00:00,Maharashtra,Pune,23
2025-11-03 02:00:00,Tamil Nadu,Chennai,35
2025-11-03 02:00:00,Tamil Nadu,Coimbatore,38
2025-11-03 02:00:00,Telangana,Hyderabad,85
2025-11-03 02:00:00,West Bengal,Kolkata,47
2025-11-03 03:00:00,Delhi,New Delhi,48
2025-11-03 03:00:00,Goa,Panaji,2
2025-11-03 03:00:00,Goa,Vasco da Gama,9
2025-11-03 03:00:00,Gujarat,Ahmedabad,85
2025-11-03 03:00:00,Gujarat,Surat,19
2025-11-03 03:00:00,Gujarat,Vadodara,26
2025-11-03 03:00:00,Karnataka,Bengaluru,7
2025-11-03 03:00:00,Karnataka,Mangaluru,3
2025-11-03 03:00:00,Karnataka,Mysuru,32
2025-11-03 03:00:00,Maharashtra,Kolhapur,13
2025-11-03 03:00:00,Maharashtra,Mumbai,122
2025-11-03 03:00:00,Maharashtra,Nagpur,26
2025-11-03 03:00:00,Maharashtra,Pune,102
2025-11-03 03:00:00,Tamil Nadu,Chennai,125
2025-11-03 03:00:00,Tamil Nadu,Coimbatore,51
2025-11-03 03:00:00,Telangana,Hyderabad,132
2025-11-03 03:00:00,West Bengal,Kolkata,27
2025-11-03 04:00:00,Delhi,New Delhi,69
2025-11-03 04:00:00,Goa,Panaji,1
2025-11-03 04:00:00,Goa,Vasco da Gama,11
2025-11-03 04:00:00,Gujarat,Ahmedabad,51
2025-11-03 04:00:00,Gujarat,Surat,84
2025-11-03 04:00:00,Gujarat,Vadodara,0
2025-11-03 04:00:00,Karnataka,Bengaluru,87
2025-11-03 04:00:00,Karnataka,Mangaluru,30
2025-11-03 04:00:00,Karnataka,Mysuru,5
2025-11-03 04:00:00,Maharashtra,Kolhapur,30
2025-11-03 04:00:00,Maharashtra,Mumbai,87
2025-11-03 04:00:00,Maharashtra,Nagpur,9
2025-11-03 04:00:00,Maharashtra,Pune,38
2025-11-03 04:00:00,Tamil Nadu,Chennai,59
2025-11-03 04:00:00,Tamil Nadu,Coimbatore,27
2025-11-03 04:00:00,Telangana,Hyderabad,33
2025-11-03 04:00:00,West Bengal,Kolkata,28
2025-11-03 05:00:00,Delhi,New Delhi,127
2025-11-03 05:00:00,Goa,Panaji,11
2025-11-03 05:00:00,Goa,Vasco da Gama,9
2025-11-03 05:00:00,Gujarat,Ahmedabad,22
2025-11-03 05:00:00,Gujarat,Surat,89
2025-11-03 05:00:00,Gujarat,Vadodara,46
2025-11-03 05:00:00,Karnataka,Bengaluru,125
2025-11-03 05:00:00,Karnataka,Mangaluru,20
2025-11-03 05:00:00,Karnataka,Mysuru,0
2025-11-03 05:00:00,Maharashtra,Kolhapur,17
2025-11-03 05:00:00,Maharashtra,Mumbai,53
2025-11-03 05:00:00,Maharashtra,Nagpur,37
2025-11-03 05:00:00,Maharashtra,Pune,15
2025-11-03 05:00:00,Tamil Nadu,Chennai,62
2025-11-03 05:00:00,Tamil Nadu,Coimbatore,0
2025-11-03 05:00:00,Telangana,Hyderabad,90
2025-11-03 05:00:00,West Bengal,Kolkata,62
2025-11-03 06:00:00,Delhi,New Delhi,796
2025-11-03 06:00:00,Goa,Panaji,62
2025-11-03 06:00:00,Goa,Vasco da Gama,45
2025-11-03 06:00:00,Gujarat,Ahmedabad,335
2025-11-03 06:00:00,Gujarat,Surat,360
2025-11-03 06:00:00,Gujarat,Vadodara,191
2025-11-03 06:00:00,Karnataka,Bengaluru,656
2025-11-03 06:00:00,Karnataka,Mangaluru,122
2025-11-03 06:00:00,Karnataka,Mysuru,152
2025-11-03 06:00:00,Maharashtra,Kolhapur,115
2025-11-03 06:00:00,Maharashtra,Mumbai,753
2025-11-03 06:00:00,Maharashtra,Nagpur,184
